crash_date,borough,zip_code,latitude,longitude,on_street_name,cross_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,collision_id,vehicle_type_code_1,vehicle_type_code_2,crash_datetime,hour,month,month_name,day_of_week,is_weekend,is_fatal
2020-01-13,QUEENS,11426.0,40.725266,-73.7212,JAMAICA AVENUE,247 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4272727,Station Wagon/Sport Utility Vehicle,Sedan,2020-01-13 08:51:00,8,1,January,Monday,False,False
2020-01-13,,,40.608353,-73.99078,21 AVENUE,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4272805,Sedan,Station Wagon/Sport Utility Vehicle,2020-01-13 08:50:00,8,1,January,Monday,False,False
2020-01-13,,,40.853714,-73.92681,AMSTERDAM AVENUE,,,3,0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Unspecified,4273145,Sedan,Sedan,2020-01-13 20:14:00,20,1,January,Monday,False,False
2020-01-13,BROOKLYN,11204.0,40.619812,-73.98246,,,5916 20 AVENUE,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,4273082,Bus,,2020-01-13 14:45:00,14,1,January,Monday,False,False
2020-01-13,QUEENS,11366.0,40.72294,-73.8002,UNION TURNPIKE,168 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,4272821,Station Wagon/Sport Utility Vehicle,Sedan,2020-01-13 21:17:00,21,1,January,Monday,False,False
2020-01-13,BROOKLYN,11235.0,40.58036,-73.96761,NEPTUNE AVENUE,OCEAN PARKWAY,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,4272915,Sedan,Station Wagon/Sport Utility Vehicle,2020-01-13 08:00:00,8,1,January,Monday,False,False
2020-01-13,MANHATTAN,10038.0,40.710575,-74.00848,,,144 FULTON STREET,0,0,0,0,0,0,0,0,Unspecified,,4272984,Sedan,,2020-01-13 13:08:00,13,1,January,Monday,False,False
2020-01-13,,,40.84768,-73.91237,JEROME AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4272965,Taxi,Sedan,2020-01-13 18:20:00,18,1,January,Monday,False,False
2020-01-13,QUEENS,11367.0,40.728,-73.82244,71 AVENUE,MAIN STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,4272675,Van,Station Wagon/Sport Utility Vehicle,2020-01-13 08:45:00,8,1,January,Monday,False,False
2020-01-13,QUEENS,11432.0,40.707924,-73.80093,,,88-14 161 STREET,0,0,0,0,0,0,0,0,Passing Too Closely,Following Too Closely,4272624,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-01-13 11:00:00,11,1,January,Monday,False,False
2020-01-13,QUEENS,11354.0,40.768166,-73.82422,PARSONS BOULEVARD,33 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,4272851,Station Wagon/Sport Utility Vehicle,,2020-01-13 14:00:00,14,1,January,Monday,False,False
2020-01-13,BRONX,10454.0,40.803436,-73.91941,,,155 BRUCKNER BOULEVARD,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,4272601,Station Wagon/Sport Utility Vehicle,,2020-01-13 07:11:00,7,1,January,Monday,False,False
2020-01-13,QUEENS,11411.0,40.69295,-73.73317,LINDEN BOULEVARD,228 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4272783,Sedan,Sedan,2020-01-13 16:35:00,16,1,January,Monday,False,False
2020-01-13,BROOKLYN,11206.0,40.69528,-73.949974,,,816 MYRTLE AVENUE,1,0,0,0,1,0,0,0,Other Vehicular,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4272854,Station Wagon/Sport Utility Vehicle,Bike,2020-01-13 17:12:00,17,1,January,Monday,False,False
2020-01-13,MANHATTAN,10065.0,40.764107,-73.96682,EAST 62 STREET,LEXINGTON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4272406,Sedan,Sedan,2020-01-13 04:39:00,4,1,January,Monday,False,False
2020-01-13,QUEENS,11357.0,40.77992,-73.82419,21 ROAD,144 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4272871,Pick-up Truck,Station Wagon/Sport Utility Vehicle,2020-01-13 17:52:00,17,1,January,Monday,False,False
2020-01-13,,,40.698677,-73.95886,FRANKLIN AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4273869,Sedan,Station Wagon/Sport Utility Vehicle,2020-01-13 16:09:00,16,1,January,Monday,False,False
2020-01-13,,,40.683094,-73.80576,VAN WYCK EXPWY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4272808,Taxi,Sedan,2020-01-13 15:20:00,15,1,January,Monday,False,False
2020-01-13,MANHATTAN,10013.0,40.716267,-74.00132,,,111 CENTRE STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4272543,Sedan,Sedan,2020-01-13 07:30:00,7,1,January,Monday,False,False
2020-01-13,,,40.71343,-73.780594,HILLSIDE AVENUE,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,4273616,Pick-up Truck,,2020-01-13 06:20:00,6,1,January,Monday,False,False
2020-01-13,BROOKLYN,11207.0,40.65822,-73.89146,LINDEN BOULEVARD,SHEFFIELD AVENUE,,3,0,0,0,0,0,3,0,Following Too Closely,Unspecified,4273636,Sedan,Sedan,2020-01-13 20:20:00,20,1,January,Monday,False,False
2020-01-13,QUEENS,11369.0,40.76112,-73.860245,,,110-32 DITMARS BOULEVARD,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4273030,Taxi,Station Wagon/Sport Utility Vehicle,2020-01-13 19:36:00,19,1,January,Monday,False,False
2020-01-13,BRONX,10467.0,40.87129,-73.88024,EAST MOSHOLU PARKWAY NORTH,HULL AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4272637,Sedan,Station Wagon/Sport Utility Vehicle,2020-01-13 11:15:00,11,1,January,Monday,False,False
2020-01-13,MANHATTAN,10027.0,40.807343,-73.94445,,,75 WEST 125 STREET,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4272564,Box Truck,E-Bike,2020-01-13 08:31:00,8,1,January,Monday,False,False
2020-01-13,BRONX,10465.0,40.828125,-73.84105,BRUCKNER BOULEVARD,BRUSH AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,4275967,Station Wagon/Sport Utility Vehicle,,2020-01-13 17:43:00,17,1,January,Monday,False,False
2020-01-13,QUEENS,11427.0,40.727806,-73.74743,,,88-16 217 STREET,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,4272711,Sedan,Sedan,2020-01-13 12:20:00,12,1,January,Monday,False,False
2020-01-13,,,40.84506,-73.916855,CROSS BRONX EXPY,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4272780,Tractor Truck Diesel,Station Wagon/Sport Utility Vehicle,2020-01-13 06:30:00,6,1,January,Monday,False,False
2020-01-13,QUEENS,11378.0,40.714767,-73.91035,,,60-76 55 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4274885,Station Wagon/Sport Utility Vehicle,,2020-01-13 13:00:00,13,1,January,Monday,False,False
2020-01-13,BROOKLYN,11236.0,40.655685,-73.899414,DE WITT AVENUE,BANK STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4277248,Sedan,Sedan,2020-01-13 22:42:00,22,1,January,Monday,False,False
2020-01-13,,,40.770428,-73.92364,CRESCENT STREET,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,4273264,Pick-up Truck,Sedan,2020-01-13 08:05:00,8,1,January,Monday,False,False
2020-01-13,,,40.743336,-73.9511,JACKSON AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4272751,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-01-13 08:00:00,8,1,January,Monday,False,False
2020-01-13,QUEENS,11694.0,40.577816,-73.849075,BEACH 129 STREET,NEWPORT AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4272782,Sedan,Sedan,2020-01-13 18:20:00,18,1,January,Monday,False,False
2020-01-13,MANHATTAN,10075.0,40.775642,-73.960526,EAST 79 STREET,PARK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4272602,Taxi,Station Wagon/Sport Utility Vehicle,2020-01-13 09:25:00,9,1,January,Monday,False,False
2020-01-13,BROOKLYN,11219.0,40.640133,-73.99757,47 STREET,10 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4273511,Sedan,Station Wagon/Sport Utility Vehicle,2020-01-13 13:28:00,13,1,January,Monday,False,False
2020-01-13,QUEENS,11106.0,40.76449,-73.930374,23 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,4273274,Station Wagon/Sport Utility Vehicle,Box Truck,2020-01-13 11:20:00,11,1,January,Monday,False,False
2020-01-13,,,40.72539,-73.896614,LONG ISLAND EXPRESSWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4272726,Sedan,Sedan,2020-01-13 00:56:00,0,1,January,Monday,False,False
2020-01-13,,,40.602974,-74.1629,,,1845 RICHMOND AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,4273833,Sedan,,2020-01-13 23:16:00,23,1,January,Monday,False,False
2020-01-13,STATEN ISLAND,10306.0,40.56729,-74.13891,CLARKE AVENUE,COTTER AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4272761,Station Wagon/Sport Utility Vehicle,,2020-01-13 14:55:00,14,1,January,Monday,False,False
2020-01-13,QUEENS,11373.0,40.74593,-73.8823,,,40-35 ITHACA STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Driver Inattention/Distraction,4272709,Sedan,Station Wagon/Sport Utility Vehicle,2020-01-13 10:15:00,10,1,January,Monday,False,False
2020-01-13,,,40.763657,-73.97347,5 AVENUE,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Driver Inattention/Distraction,4272901,Taxi,Taxi,2020-01-13 19:00:00,19,1,January,Monday,False,False
2020-01-13,BRONX,10468.0,40.87719,-73.88958,,,3400 PAUL AVENUE,0,0,0,0,0,0,0,0,Unspecified,,4286743,Ambulance,,2020-01-13 07:00:00,7,1,January,Monday,False,False
2020-01-13,BRONX,10466.0,40.886826,-73.82825,,,3626 PROVOST AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4273686,Pick-up Truck,Bus,2020-01-13 19:54:00,19,1,January,Monday,False,False
2020-01-13,BROOKLYN,11235.0,40.587303,-73.96036,AVENUE Z,CONEY ISLAND AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4272671,Sedan,Station Wagon/Sport Utility Vehicle,2020-01-13 12:15:00,12,1,January,Monday,False,False
2020-01-13,QUEENS,11692.0,40.592724,-73.798386,,,69-10 BEACH CHANNEL DRIVE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4272770,Sedan,Station Wagon/Sport Utility Vehicle,2020-01-13 07:50:00,7,1,January,Monday,False,False
2020-01-13,,,40.686466,-73.80156,143 STREET,110 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,4272812,Station Wagon/Sport Utility Vehicle,,2020-01-13 18:32:00,18,1,January,Monday,False,False
2020-01-13,,,40.676537,-73.732185,LAURELTON PARKWAY,,,3,0,0,0,0,0,3,0,Reaction to Uninvolved Vehicle,Unspecified,4272729,Sedan,Sedan,2020-01-13 11:00:00,11,1,January,Monday,False,False
2020-01-13,,,40.623123,-74.1676,SOUTH AVENUE,LISK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,4273834,Station Wagon/Sport Utility Vehicle,,2020-01-13 03:40:00,3,1,January,Monday,False,False
2020-01-13,QUEENS,11426.0,40.724308,-73.72474,CROSS ISLAND PARKWAY,JAMAICA AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4272715,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-01-13 06:25:00,6,1,January,Monday,False,False
2020-01-13,BROOKLYN,11204.0,40.612495,-73.97922,65 STREET,23 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4272806,Sedan,Station Wagon/Sport Utility Vehicle,2020-01-13 17:45:00,17,1,January,Monday,False,False
2020-01-13,QUEENS,11416.0,40.684044,-73.846794,94 STREET,101 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4272879,Sedan,Sedan,2020-01-13 12:15:00,12,1,January,Monday,False,False
2020-01-13,BROOKLYN,11218.0,40.643635,-73.975555,,,355 EAST 5 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,4277437,Station Wagon/Sport Utility Vehicle,Sedan,2020-01-13 12:00:00,12,1,January,Monday,False,False
2020-01-13,QUEENS,11373.0,40.733536,-73.87035,QUEENS BOULEVARD,WOODHAVEN BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4272958,Station Wagon/Sport Utility Vehicle,,2020-01-13 20:34:00,20,1,January,Monday,False,False
2020-01-13,QUEENS,11101.0,40.73555,-73.934784,GREENPOINT AVENUE,BRADLEY AVENUE,,1,0,0,0,1,0,0,0,Other Lighting Defects,Driver Inattention/Distraction,4276639,Bike,Pick-up Truck,2020-01-13 05:55:00,5,1,January,Monday,False,False
2020-01-13,QUEENS,11415.0,40.711823,-73.83612,UNION TURNPIKE,PARK LANE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4272863,Station Wagon/Sport Utility Vehicle,Sedan,2020-01-13 19:30:00,19,1,January,Monday,False,False
2020-01-13,,,40.674885,-73.927765,BERGEN STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4277505,Sedan,,2020-01-13 16:34:00,16,1,January,Monday,False,False
2020-01-13,,,40.741447,-73.84603,GRAND CENTRAL PKWY,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4272934,Sedan,Sedan,2020-01-13 17:06:00,17,1,January,Monday,False,False
2020-01-13,,,40.69407,-73.82802,LEFFERTS BOULEVARD,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,4272868,Taxi,Taxi,2020-01-13 23:08:00,23,1,January,Monday,False,False
2020-01-13,BRONX,10469.0,40.865208,-73.84336,EASTCHESTER ROAD,ALLERTON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4273011,Station Wagon/Sport Utility Vehicle,Sedan,2020-01-13 18:10:00,18,1,January,Monday,False,False
2020-01-13,QUEENS,11372.0,40.756336,-73.87794,NORTHERN BOULEVARD,90 STREET,,0,0,0,0,0,0,0,0,Unspecified,,4273013,Sedan,,2020-01-13 01:35:00,1,1,January,Monday,False,False
2020-01-13,MANHATTAN,10029.0,40.78917,-73.95275,EAST 99 STREET,MADISON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4272876,Sedan,Sedan,2020-01-13 13:30:00,13,1,January,Monday,False,False
2020-01-13,QUEENS,11413.0,40.664745,-73.75865,SPRINGFIELD BOULEVARD,145 AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,4272288,Sedan,Station Wagon/Sport Utility Vehicle,2020-01-13 01:15:00,1,1,January,Monday,False,False
2020-01-13,QUEENS,11411.0,40.6968,-73.7465,FRANCIS LEWIS BOULEVARD,116 ROAD,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,4272755,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-01-13 15:48:00,15,1,January,Monday,False,False
2020-01-13,BRONX,10457.0,40.839497,-73.90456,CLAREMONT PARKWAY,BROOK AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4272866,Sedan,Bus,2020-01-13 08:19:00,8,1,January,Monday,False,False
2020-01-13,BROOKLYN,11209.0,40.621407,-74.027725,,,450 87 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,4272547,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-01-13 06:50:00,6,1,January,Monday,False,False
2020-01-13,QUEENS,11354.0,40.76536,-73.82787,UNION STREET,35 AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Passing Too Closely,4272600,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-01-13 07:45:00,7,1,January,Monday,False,False
2020-01-13,BROOKLYN,11222.0,40.730198,-73.954254,MANHATTAN AVENUE,GREENPOINT AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,4272635,Sedan,Box Truck,2020-01-13 09:01:00,9,1,January,Monday,False,False
2020-01-13,BROOKLYN,11225.0,40.660896,-73.960655,,,535 FLATBUSH AVENUE,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,4272833,E-Scooter,,2020-01-13 10:30:00,10,1,January,Monday,False,False
2020-01-13,,,40.700836,-73.99495,BROOKLYN QUEENS EXPRESSWAY,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,4273282,Station Wagon/Sport Utility Vehicle,Tractor Truck Diesel,2020-01-13 15:45:00,15,1,January,Monday,False,False
2020-01-13,QUEENS,11354.0,40.75896,-73.82985,40 ROAD,MAIN STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Backing Unsafely,4272848,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-01-13 18:50:00,18,1,January,Monday,False,False
2020-01-13,BROOKLYN,11206.0,40.71112,-73.941536,,,215 MAUJER STREET,0,0,0,0,0,0,0,0,Unspecified,,4272573,Station Wagon/Sport Utility Vehicle,,2020-01-13 07:30:00,7,1,January,Monday,False,False
2020-01-13,MANHATTAN,10014.0,40.737553,-74.00447,,,291 WEST 12 STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,4275389,Station Wagon/Sport Utility Vehicle,,2020-01-13 11:15:00,11,1,January,Monday,False,False
2020-01-13,BRONX,10457.0,40.84869,-73.90329,ANTHONY AVENUE,EAST TREMONT AVENUE,,1,0,1,0,0,0,0,0,,,4272966,Sedan,,2020-01-13 22:00:00,22,1,January,Monday,False,False
2020-01-13,QUEENS,11004.0,40.75333,-73.70682,,,270-05 76 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4272791,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-01-13 00:00:00,0,1,January,Monday,False,False
2020-01-13,,,40.722057,-73.80279,UNION TURNPIKE,165 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,4273266,Station Wagon/Sport Utility Vehicle,Sedan,2020-01-13 12:45:00,12,1,January,Monday,False,False
2020-01-13,,,,,THROGS NECK BRIDGE,,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,4275956,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-01-13 13:20:00,13,1,January,Monday,False,False
2020-01-13,,,40.830906,-73.8736,BRONX RIVER PARKWAY,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,4272631,Sedan,Sedan,2020-01-13 07:18:00,7,1,January,Monday,False,False
2020-01-13,MANHATTAN,10036.0,40.75898,-73.99595,WEST 41 STREET,10 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Following Too Closely,4273428,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-01-13 09:15:00,9,1,January,Monday,False,False
2020-01-13,QUEENS,11430.0,40.665985,-73.807686,,,149-32 132 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Other Vehicular,4272904,Sedan,Sedan,2020-01-13 09:30:00,9,1,January,Monday,False,False
2020-01-13,BRONX,10475.0,40.86832,-73.83317,BARTOW AVENUE,EDSON AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,4272643,Sedan,Bus,2020-01-13 08:40:00,8,1,January,Monday,False,False
2020-01-13,BRONX,10452.0,40.842773,-73.922806,GRANT HIGHWAY,PLIMPTON AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,4273050,Sedan,Sedan,2020-01-13 16:54:00,16,1,January,Monday,False,False
2020-01-13,,,,,EASTCHESTER ROAD,PELHAM PARKWAY SOUTH,,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,4273015,Station Wagon/Sport Utility Vehicle,Sedan,2020-01-13 18:36:00,18,1,January,Monday,False,False
2020-01-13,QUEENS,11375.0,40.70848,-73.84569,UNION TURNPIKE,74 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4272800,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-01-13 17:30:00,17,1,January,Monday,False,False
2020-01-13,QUEENS,11413.0,40.682404,-73.75181,LUCAS STREET,SPRINGFIELD BOULEVARD,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,4272811,Pick-up Truck,Sedan,2020-01-13 17:33:00,17,1,January,Monday,False,False
2020-01-13,BROOKLYN,11231.0,40.674454,-74.00714,,,64 LORRAINE STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4273386,Sedan,,2020-01-13 19:25:00,19,1,January,Monday,False,False
2020-01-13,BRONX,10456.0,40.824066,-73.908714,EAST 163 STREET,3 AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,4272867,Sedan,,2020-01-13 20:46:00,20,1,January,Monday,False,False
2020-01-13,MANHATTAN,10001.0,40.746983,-73.99082,,,117 WEST 29 STREET,0,0,0,0,0,0,0,0,Unspecified,,4274232,Sedan,,2020-01-13 14:30:00,14,1,January,Monday,False,False
2020-01-13,QUEENS,11377.0,40.757847,-73.89922,68 STREET,31 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4272695,Sedan,Sedan,2020-01-13 11:40:00,11,1,January,Monday,False,False
2020-01-13,,,40.711033,-73.7281,CROSS ISLAND PARKWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4272705,Station Wagon/Sport Utility Vehicle,Sedan,2020-01-13 08:45:00,8,1,January,Monday,False,False
2020-01-13,BRONX,10467.0,40.859573,-73.86734,BOSTON ROAD,ASTOR AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4273016,Sedan,Station Wagon/Sport Utility Vehicle,2020-01-13 20:00:00,20,1,January,Monday,False,False
2020-01-13,BROOKLYN,11207.0,40.67217,-73.885086,,,662 BELMONT AVENUE,0,0,0,0,0,0,0,0,Unspecified,,4273651,Sedan,Sedan,2020-01-13 23:40:00,23,1,January,Monday,False,False
2020-01-13,,,40.851658,-73.921394,MAJOR DEEGAN EXPRESSWAY,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,4272781,Sedan,Station Wagon/Sport Utility Vehicle,2020-01-13 18:00:00,18,1,January,Monday,False,False
2020-01-13,QUEENS,11432.0,40.706722,-73.806244,,,150-50 HILLSIDE AVENUE,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,4272687,Sedan,Station Wagon/Sport Utility Vehicle,2020-01-13 13:45:00,13,1,January,Monday,False,False
2020-01-13,QUEENS,11427.0,40.731792,-73.7417,HILLSIDE AVENUE,88 AVENUE,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,4272717,Sedan,Station Wagon/Sport Utility Vehicle,2020-01-13 06:40:00,6,1,January,Monday,False,False
2020-01-13,,,40.742836,-73.97214,FDR DRIVE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4272272,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-01-13 00:20:00,0,1,January,Monday,False,False
2020-01-13,MANHATTAN,10010.0,40.73838,-73.983475,,,287 3 AVENUE,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4272748,Van,Pick-up Truck,2020-01-13 15:00:00,15,1,January,Monday,False,False
2020-01-13,BROOKLYN,11218.0,40.647182,-73.98134,CATON AVENUE,DAHILL ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4273505,Sedan,Sedan,2020-01-13 08:30:00,8,1,January,Monday,False,False
2020-01-13,,,,,HYLAN BOULEVARD,STEUBEN STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4272827,Station Wagon/Sport Utility Vehicle,Sedan,2020-01-13 21:32:00,21,1,January,Monday,False,False
2020-01-13,MANHATTAN,10128.0,40.783245,-73.94473,1 AVENUE,EAST 96 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,4272889,Taxi,Bike,2020-01-13 22:21:00,22,1,January,Monday,False,False
2020-01-13,BROOKLYN,11216.0,40.686634,-73.94691,,,472 GATES AVENUE,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,4274101,Tractor Truck Gasoline,Box Truck,2020-01-13 10:45:00,10,1,January,Monday,False,False
2020-01-13,MANHATTAN,10028.0,40.772984,-73.946205,EAST 83 STREET,EAST END AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4272887,Station Wagon/Sport Utility Vehicle,Taxi,2020-01-13 15:38:00,15,1,January,Monday,False,False
2020-01-13,,,40.68578,-73.9544,BEDFORD AVENUE,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,4272873,Sedan,Pick-up Truck,2020-01-13 00:00:00,0,1,January,Monday,False,False
2020-01-13,QUEENS,11378.0,,,69 PLACE,55 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4275338,Station Wagon/Sport Utility Vehicle,Garbage or Refuse,2020-01-13 10:15:00,10,1,January,Monday,False,False
2020-01-13,BROOKLYN,11222.0,40.727222,-73.950745,,,237 ECKFORD STREET,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,4276032,Bus,Sedan,2020-01-13 06:43:00,6,1,January,Monday,False,False
2020-01-13,QUEENS,11375.0,40.725037,-73.850426,QUEENS BOULEVARD,68 ROAD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4273121,Station Wagon/Sport Utility Vehicle,Sedan,2020-01-13 16:10:00,16,1,January,Monday,False,False
2020-01-13,,,40.67132,-73.80066,VANWYCK EXPRESSWAY,130 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4272614,Taxi,Pick-up Truck,2020-01-13 07:40:00,7,1,January,Monday,False,False
2020-01-13,QUEENS,11105.0,40.77296,-73.91088,,,35-11 23 AVENUE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inexperience,4273294,Taxi,Taxi,2020-01-13 19:20:00,19,1,January,Monday,False,False
2020-01-13,QUEENS,11101.0,40.755077,-73.93209,,,37-20 30 STREET,0,0,0,0,0,0,0,0,Unspecified,,4275294,Sedan,,2020-01-13 14:18:00,14,1,January,Monday,False,False
2020-01-13,,,,,VERRAZANO BRIDGE UPPER,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4273075,Station Wagon/Sport Utility Vehicle,Pick-up Truck,2020-01-13 08:47:00,8,1,January,Monday,False,False
