crash_date,borough,zip_code,latitude,longitude,on_street_name,cross_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,collision_id,vehicle_type_code_1,vehicle_type_code_2,crash_datetime,hour,month,month_name,day_of_week,is_weekend,is_fatal
2020-08-18,,,40.6915,-73.90956,HALSEY STREET,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4339769,Sedan,E-Bike,2020-08-18 22:40:00,22,8,August,Tuesday,False,False
2020-08-18,,,40.680946,-73.88398,ARLINGTON AVENUE,,,1,0,0,0,1,0,0,0,Unspecified,,4339682,Bike,,2020-08-18 21:35:00,21,8,August,Tuesday,False,False
2020-08-18,BRONX,10461.0,40.848804,-73.84685,,,1625 TENBROECK AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4339725,Sedan,,2020-08-18 08:00:00,8,8,August,Tuesday,False,False
2020-08-18,,,40.61132,-74.114716,STATEN ISLAND EXPRESSWAY,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4339746,Sedan,Motorcycle,2020-08-18 17:30:00,17,8,August,Tuesday,False,False
2020-08-18,BROOKLYN,11226.0,40.655594,-73.94717,NEW YORK AVENUE,CLARKSON AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,4339815,Sedan,Motorbike,2020-08-18 00:00:00,0,8,August,Tuesday,False,False
2020-08-18,,,40.738842,-73.81404,LONG ISLAND EXPRESSWAY,,,0,0,0,0,0,0,0,0,Pavement Slippery,,4339601,Sedan,,2020-08-18 04:30:00,4,8,August,Tuesday,False,False
2020-08-18,QUEENS,11426.0,40.740234,-73.72316,246 STREET,81 AVENUE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,4339624,Station Wagon/Sport Utility Vehicle,Sedan,2020-08-18 15:30:00,15,8,August,Tuesday,False,False
2020-08-18,BROOKLYN,11210.0,40.636627,-73.94226,FARRAGUT ROAD,BROOKLYN AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,4339500,Station Wagon/Sport Utility Vehicle,Bike,2020-08-18 09:24:00,9,8,August,Tuesday,False,False
2020-08-18,BRONX,10451.0,40.821808,-73.91322,ELTON AVENUE,EAST 158 STREET,,0,0,0,0,0,0,0,0,Unspecified,,4339676,Sedan,,2020-08-18 04:00:00,4,8,August,Tuesday,False,False
2020-08-18,,,40.60481,-74.023964,BELT PARKWAY,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,4340107,Sedan,Sedan,2020-08-18 05:45:00,5,8,August,Tuesday,False,False
2020-08-18,BROOKLYN,11217.0,40.680267,-73.9747,FLATBUSH AVENUE,6 AVENUE,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,4339757,Pick-up Truck,Bike,2020-08-18 11:05:00,11,8,August,Tuesday,False,False
2020-08-18,QUEENS,11001.0,40.73472,-73.709305,EAST WILLISTON AVENUE,258 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,4339885,Sedan,Station Wagon/Sport Utility Vehicle,2020-08-18 15:00:00,15,8,August,Tuesday,False,False
2020-08-18,BROOKLYN,11203.0,40.64957,-73.93887,ALBANY AVENUE,SNYDER AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4339814,Sedan,Sedan,2020-08-18 16:59:00,16,8,August,Tuesday,False,False
2020-08-18,BROOKLYN,11231.0,40.682392,-73.99589,UNION STREET,COURT STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,4339853,Sedan,,2020-08-18 15:05:00,15,8,August,Tuesday,False,False
2020-08-18,BRONX,10468.0,40.877293,-73.889534,,,3410 PAUL AVENUE,1,0,1,0,0,0,0,0,Backing Unsafely,,4339418,Station Wagon/Sport Utility Vehicle,,2020-08-18 09:31:00,9,8,August,Tuesday,False,False
2020-08-18,BRONX,10451.0,40.816532,-73.92822,EAST 144 STREET,GRAND CONCOURSE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4339675,PK,Sedan,2020-08-18 20:00:00,20,8,August,Tuesday,False,False
2020-08-18,QUEENS,11365.0,40.749447,-73.78874,48 AVENUE,190 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,4339631,Station Wagon/Sport Utility Vehicle,Sedan,2020-08-18 08:15:00,8,8,August,Tuesday,False,False
2020-08-18,BRONX,10451.0,40.81934,-73.93012,RIVER AVENUE,EAST 149 STREET,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,4339689,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-08-18 18:49:00,18,8,August,Tuesday,False,False
2020-08-18,BRONX,10451.0,40.820053,-73.92666,GRAND CONCOURSE,EAST 151 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,4339687,Taxi,Sedan,2020-08-18 18:00:00,18,8,August,Tuesday,False,False
2020-08-18,,,40.63056,-74.1057,FOREST AVENUE,BARD AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4339720,Sedan,,2020-08-18 16:40:00,16,8,August,Tuesday,False,False
2020-08-18,BRONX,10455.0,40.811863,-73.91437,,,443 SAINT ANNS AVENUE,0,0,0,0,0,0,0,0,Unspecified,,4339955,Motorcycle,,2020-08-18 15:00:00,15,8,August,Tuesday,False,False
2020-08-18,MANHATTAN,10022.0,40.76155,-73.96659,EAST 59 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4339559,Station Wagon/Sport Utility Vehicle,Sedan,2020-08-18 11:20:00,11,8,August,Tuesday,False,False
2020-08-18,BROOKLYN,11233.0,40.676838,-73.91831,ATLANTIC AVENUE,DEWEY PLACE,,1,0,0,0,0,0,1,0,Unspecified,,4339884,Sedan,,2020-08-18 18:55:00,18,8,August,Tuesday,False,False
2020-08-18,BROOKLYN,11218.0,40.64545,-73.97311,CHURCH AVENUE,EAST 7 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,4340245,Sedan,Sedan,2020-08-18 05:50:00,5,8,August,Tuesday,False,False
2020-08-18,MANHATTAN,10013.0,40.725674,-74.00578,VARICK STREET,SPRING STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,4340356,Sedan,van,2020-08-18 06:02:00,6,8,August,Tuesday,False,False
2020-08-18,,,,,WEST SHORE EXPRESSWAY,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,4339745,Station Wagon/Sport Utility Vehicle,,2020-08-18 16:00:00,16,8,August,Tuesday,False,False
2020-08-18,,,40.70644,-73.75973,HOLLIS AVENUE,198 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4339637,Station Wagon/Sport Utility Vehicle,Sedan,2020-08-18 22:35:00,22,8,August,Tuesday,False,False
2020-08-18,,,40.679737,-73.76162,MERRICK BOULEVARD,FARMERS BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,4339842,Sedan,,2020-08-18 16:45:00,16,8,August,Tuesday,False,False
2020-08-18,,,40.55802,-74.1374,AMBOY ROAD,,,2,0,0,0,0,0,2,0,Reaction to Uninvolved Vehicle,,4339435,Station Wagon/Sport Utility Vehicle,,2020-08-18 07:10:00,7,8,August,Tuesday,False,False
2020-08-18,,,40.770554,-73.83551,WHITESTONE EXPRESSWAY,,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Traffic Control Disregarded,4339651,Sedan,Station Wagon/Sport Utility Vehicle,2020-08-18 22:05:00,22,8,August,Tuesday,False,False
2020-08-18,MANHATTAN,10032.0,40.83406,-73.944885,BROADWAY,WEST 157 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,4339378,Station Wagon/Sport Utility Vehicle,PK,2020-08-18 01:20:00,1,8,August,Tuesday,False,False
2020-08-18,BRONX,10459.0,40.83015,-73.89337,INTERVALE AVENUE,FREEMAN STREET,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,4340018,Sedan,Station Wagon/Sport Utility Vehicle,2020-08-18 19:30:00,19,8,August,Tuesday,False,False
2020-08-18,,,40.747334,-73.73681,CROSS ISLAND PARKWAY,,,2,0,0,0,0,0,2,0,Following Too Closely,Driver Inattention/Distraction,4339632,Station Wagon/Sport Utility Vehicle,Sedan,2020-08-18 15:00:00,15,8,August,Tuesday,False,False
2020-08-18,,,40.784527,-73.979485,BROADWAY,,,0,0,0,0,0,0,0,0,Other Vehicular,Passing Too Closely,4339811,Sedan,Sedan,2020-08-18 14:00:00,14,8,August,Tuesday,False,False
2020-08-18,,,40.659336,-73.92726,WINTHROP STREET,REMSEN AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,4339821,Bike,,2020-08-18 20:30:00,20,8,August,Tuesday,False,False
2020-08-18,BROOKLYN,11207.0,40.66798,-73.893845,BLAKE AVENUE,NEW JERSEY AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,4339673,Sedan,Sedan,2020-08-18 17:50:00,17,8,August,Tuesday,False,False
2020-08-18,QUEENS,11368.0,40.749866,-73.86273,NATIONAL STREET,ROOSEVELT AVENUE,,1,0,0,0,1,0,0,0,Passing Too Closely,Unspecified,4339432,Station Wagon/Sport Utility Vehicle,Bike,2020-08-18 08:30:00,8,8,August,Tuesday,False,False
2020-08-18,STATEN ISLAND,10304.0,40.617832,-74.08627,VANDUZER STREET,IRVING PLACE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,4339718,Sedan,Sedan,2020-08-18 03:25:00,3,8,August,Tuesday,False,False
2020-08-18,MANHATTAN,10033.0,40.848682,-73.939224,WEST 178 STREET,FORT WASHINGTON AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,4339383,Tractor Truck Diesel,Sedan,2020-08-18 02:10:00,2,8,August,Tuesday,False,False
2020-08-18,,,40.668266,-73.84214,CROSS BAY BOULEVARD,SOUTH CONDUIT AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,4340223,Sedan,Station Wagon/Sport Utility Vehicle,2020-08-18 06:20:00,6,8,August,Tuesday,False,False
2020-08-18,,,40.660816,-73.85217,BELT PARKWAY,,,0,0,0,0,0,0,0,0,Other Vehicular,Unsafe Speed,4339712,Sedan,Sedan,2020-08-18 23:00:00,23,8,August,Tuesday,False,False
2020-08-18,,,40.709023,-73.798195,164 STREET,HILLSIDE AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,4339627,Sedan,Sedan,2020-08-18 15:50:00,15,8,August,Tuesday,False,False
2020-08-18,,,40.62902,-74.14321,,,465 VILLA AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4339889,Sedan,Sedan,2020-08-18 17:00:00,17,8,August,Tuesday,False,False
2020-08-18,,,,,STATEN ISLAND EXPRESSWAY,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,4341455,Sedan,Van,2020-08-18 22:40:00,22,8,August,Tuesday,False,False
2020-08-18,BROOKLYN,11203.0,40.653416,-73.93672,,,596 LINDEN BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,,4339501,Sedan,,2020-08-18 11:00:00,11,8,August,Tuesday,False,False
2020-08-18,BROOKLYN,11219.0,40.64406,-73.99349,40 STREET,10 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4340248,Sedan,Taxi,2020-08-18 17:30:00,17,8,August,Tuesday,False,False
2020-08-18,,,40.710934,-73.93547,BOGART STREET,,,0,0,0,0,0,0,0,0,Unspecified,,4339661,Sedan,,2020-08-18 07:00:00,7,8,August,Tuesday,False,False
2020-08-18,MANHATTAN,10029.0,40.79902,-73.947655,,,1367 5 AVENUE,0,0,0,0,0,0,0,0,Vehicle Vandalism,,4343263,Pick-up Truck,,2020-08-18 05:05:00,5,8,August,Tuesday,False,False
2020-08-18,QUEENS,11434.0,,,176 STREET,132 AVENUE,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,4340022,Sedan,Sedan,2020-08-18 14:08:00,14,8,August,Tuesday,False,False
2020-08-18,BROOKLYN,11203.0,40.65777,-73.93962,WINTHROP STREET,ALBANY AVENUE,,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,Unspecified,4339987,Sedan,Sedan,2020-08-18 09:00:00,9,8,August,Tuesday,False,False
2020-08-18,BROOKLYN,11203.0,40.653805,-73.93061,UTICA AVENUE,LINDEN BOULEVARD,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,4339583,Station Wagon/Sport Utility Vehicle,Box Truck,2020-08-18 14:30:00,14,8,August,Tuesday,False,False
2020-08-18,BRONX,10462.0,40.849392,-73.85925,,,950 RHINELANDER AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4339721,Sedan,,2020-08-18 12:00:00,12,8,August,Tuesday,False,False
2020-08-18,,,40.69864,-73.93819,BROADWAY,LEWIS AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,4341739,Sedan,,2020-08-18 21:00:00,21,8,August,Tuesday,False,False
2020-08-18,STATEN ISLAND,10306.0,40.565254,-74.1301,AMBOY ROAD,GUYON AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,4339581,Sedan,Sedan,2020-08-18 13:08:00,13,8,August,Tuesday,False,False
2020-08-18,BRONX,10458.0,40.85941,-73.892265,PARK AVENUE,EAST 188 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4339785,Sedan,Station Wagon/Sport Utility Vehicle,2020-08-18 18:18:00,18,8,August,Tuesday,False,False
2020-08-18,BROOKLYN,11217.0,40.6807,-73.98323,,,313 BUTLER STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,4339753,Garbage or Refuse,Sedan,2020-08-18 11:40:00,11,8,August,Tuesday,False,False
2020-08-18,,,40.737904,-73.90459,BROOKLYN QUEENS EXPRESSWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4342521,Station Wagon/Sport Utility Vehicle,Sedan,2020-08-18 13:00:00,13,8,August,Tuesday,False,False
2020-08-18,MANHATTAN,10034.0,40.8651,-73.92189,WEST 204 STREET,SHERMAN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4339779,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-08-18 00:20:00,0,8,August,Tuesday,False,False
2020-08-18,BRONX,10466.0,40.894314,-73.86027,CARPENTER AVENUE,EAST 233 STREET,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Traffic Control Disregarded,4339428,Sedan,Sedan,2020-08-18 01:07:00,1,8,August,Tuesday,False,False
2020-08-18,,,40.765324,-73.816185,149 PLACE,NORTHERN BOULEVARD,,1,0,0,0,1,0,0,0,Passing Too Closely,Unspecified,4340147,Bike,,2020-08-18 17:45:00,17,8,August,Tuesday,False,False
2020-08-18,,,40.828075,-73.88543,WESTCHESTER AVENUE,SHERIDAN EXPRESSWAY,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,4339789,Station Wagon/Sport Utility Vehicle,Sedan,2020-08-18 16:10:00,16,8,August,Tuesday,False,False
2020-08-18,,,,,,,501 OAK POINT AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,4340364,Sedan,Sedan,2020-08-18 10:30:00,10,8,August,Tuesday,False,False
2020-08-18,QUEENS,11367.0,40.71799,-73.81603,,,146-15 UNION TURNPIKE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,4339629,Sedan,,2020-08-18 14:25:00,14,8,August,Tuesday,False,False
2020-08-18,BRONX,10463.0,40.888435,-73.904305,,,445 WEST 240 STREET,0,0,0,0,0,0,0,0,Obstruction/Debris,,4340071,Sedan,,2020-08-18 07:00:00,7,8,August,Tuesday,False,False
2020-08-18,BROOKLYN,11207.0,40.688934,-73.905045,WILSON AVENUE,MOFFAT STREET,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,4339771,Station Wagon/Sport Utility Vehicle,Sedan,2020-08-18 08:04:00,8,8,August,Tuesday,False,False
2020-08-18,QUEENS,11435.0,40.692886,-73.801605,SHORE AVENUE,WALTHAM STREET,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,4339599,Sedan,Sedan,2020-08-18 14:30:00,14,8,August,Tuesday,False,False
2020-08-18,QUEENS,11385.0,40.701492,-73.90547,SENECA AVENUE,PUTNAM AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,4339598,Pick-up Truck,Sedan,2020-08-18 16:14:00,16,8,August,Tuesday,False,False
2020-08-18,,,40.6686,-73.73676,BROOKVILLE BOULEVARD,138 AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,4339622,Sedan,Sedan,2020-08-18 17:55:00,17,8,August,Tuesday,False,False
2020-08-18,,,40.627502,-74.14224,,,652 PORT RICHMOND AVENUE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,4339446,Sedan,Taxi,2020-08-18 11:08:00,11,8,August,Tuesday,False,False
2020-08-18,,,40.668896,-73.72903,HOOK CREEK BOULEVARD,136 AVENUE,,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,4339625,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-08-18 17:09:00,17,8,August,Tuesday,False,False
2020-08-18,BROOKLYN,11236.0,40.65316,-73.92085,,,864 RALPH AVENUE,0,0,0,0,0,0,0,0,Unspecified,,4342278,Sedan,,2020-08-18 04:30:00,4,8,August,Tuesday,False,False
2020-08-18,BROOKLYN,11207.0,40.670727,-73.88609,SUTTER AVENUE,JEROME STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,4339395,Station Wagon/Sport Utility Vehicle,Sedan,2020-08-18 01:44:00,1,8,August,Tuesday,False,False
2020-08-18,BRONX,10466.0,,,SCHIEFELIN PLACE,EAST 225 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4341019,Sedan,,2020-08-18 13:20:00,13,8,August,Tuesday,False,False
2020-08-18,QUEENS,11354.0,40.764706,-73.811005,154 STREET,NORTHERN BOULEVARD,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,4339648,Bike,,2020-08-18 09:15:00,9,8,August,Tuesday,False,False
2020-08-18,BRONX,10458.0,40.86264,-73.88226,,,2691 SOUTHERN BOULEVARD,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,4339786,Sedan,,2020-08-18 18:31:00,18,8,August,Tuesday,False,False
2020-08-18,MANHATTAN,10016.0,40.74854,-73.97315,2 AVENUE,EAST 40 STREET,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,4339873,Sedan,Box Truck,2020-08-18 12:40:00,12,8,August,Tuesday,False,False
2020-08-18,,,40.68694,-73.87323,ETNA STREET,,,1,0,0,0,1,0,0,0,Unspecified,,4339683,Station Wagon/Sport Utility Vehicle,E-Scooter,2020-08-18 20:10:00,20,8,August,Tuesday,False,False
2020-08-18,QUEENS,11432.0,40.7157,-73.80958,,,150-28 GRAND CENTRAL PARKWAY,0,0,0,0,0,0,0,0,Unspecified,,4339390,Sedan,,2020-08-18 08:30:00,8,8,August,Tuesday,False,False
2020-08-18,QUEENS,11432.0,40.7075,-73.800674,,,88-34 161 STREET,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,4339467,Station Wagon/Sport Utility Vehicle,Bus,2020-08-18 12:15:00,12,8,August,Tuesday,False,False
2020-08-18,,,,,VERRAZANO BRIDGE UPPER,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,4340774,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-08-18 00:00:00,0,8,August,Tuesday,False,False
2020-08-18,BRONX,10467.0,40.865986,-73.87045,,,2749 BRONX PARK EAST,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,4339436,Sedan,Sedan,2020-08-18 09:39:00,9,8,August,Tuesday,False,False
2020-08-18,MANHATTAN,10018.0,40.758377,-73.994385,WEST 41 STREET,DYER AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4339466,Dump,Station Wagon/Sport Utility Vehicle,2020-08-18 10:10:00,10,8,August,Tuesday,False,False
2020-08-18,BRONX,10464.0,40.86569,-73.80516,,,1 ORCHARD BEACH ROAD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4339695,Sedan,Station Wagon/Sport Utility Vehicle,2020-08-18 15:30:00,15,8,August,Tuesday,False,False
2020-08-18,,,40.67798,-73.872116,LIBERTY AVENUE,CONDUIT BOULEVARD,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,4339679,Sedan,E-Bike,2020-08-18 17:31:00,17,8,August,Tuesday,False,False
2020-08-18,,,,,EAST DRIVE,EAST 74 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4340130,Garbage or Refuse,Bike,2020-08-18 18:07:00,18,8,August,Tuesday,False,False
2020-08-18,,,40.72688,-74.00313,PRINCE STREET,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,,4339765,Station Wagon/Sport Utility Vehicle,,2020-08-18 14:50:00,14,8,August,Tuesday,False,False
2020-08-18,,,40.837803,-73.94215,BROADWAY,,,1,0,0,0,1,0,0,0,Unsafe Speed,Brakes Defective,4339736,Bike,,2020-08-18 18:40:00,18,8,August,Tuesday,False,False
2020-08-18,,,40.768642,-73.949036,FDR DRIVE,,,2,0,0,0,0,0,2,0,Unsafe Speed,Unspecified,4339647,Sedan,Sedan,2020-08-18 23:40:00,23,8,August,Tuesday,False,False
2020-08-18,STATEN ISLAND,10310.0,40.62873,-74.11893,,,880 FOREST AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4341536,Sedan,,2020-08-18 16:40:00,16,8,August,Tuesday,False,False
2020-08-18,BROOKLYN,11238.0,40.684666,-73.96404,GATES AVENUE,SAINT JAMES PLACE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,4339709,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-08-18 16:03:00,16,8,August,Tuesday,False,False
2020-08-18,BROOKLYN,11229.0,40.600357,-73.96033,,,2001 EAST 12 STREET,0,0,0,0,0,0,0,0,Unspecified,,4339416,Station Wagon/Sport Utility Vehicle,,2020-08-18 06:20:00,6,8,August,Tuesday,False,False
2020-08-18,,,40.686085,-73.982666,ATLANTIC AVENUE,,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,4342024,Station Wagon/Sport Utility Vehicle,Sedan,2020-08-18 07:35:00,7,8,August,Tuesday,False,False
2020-08-18,BROOKLYN,11218.0,40.635994,-73.967865,,,880 CONEY ISLAND AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4340255,Sedan,Dump,2020-08-18 17:00:00,17,8,August,Tuesday,False,False
2020-08-18,,,40.669403,-73.94221,EASTERN PARKWAY,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,4339922,Sedan,Sedan,2020-08-18 13:40:00,13,8,August,Tuesday,False,False
2020-08-18,BROOKLYN,11201.0,40.688225,-73.99534,CONGRESS STREET,CLINTON STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4340296,Motorscooter,Sedan,2020-08-18 09:30:00,9,8,August,Tuesday,False,False
2020-08-18,QUEENS,11691.0,40.606503,-73.75467,,,13-42 BEACH CHANNEL DRIVE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,4339707,Station Wagon/Sport Utility Vehicle,,2020-08-18 21:30:00,21,8,August,Tuesday,False,False
2020-08-18,BROOKLYN,11208.0,40.66998,-73.87597,,,372 MILFORD STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4339551,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-08-18 00:30:00,0,8,August,Tuesday,False,False
2020-08-18,,,,,VERRAZANO BRIDGE,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,4340572,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-08-18 22:14:00,22,8,August,Tuesday,False,False
2020-08-18,BROOKLYN,11226.0,40.64485,-73.96002,BEVERLEY ROAD,OCEAN AVENUE,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,4339474,Sedan,Sedan,2020-08-18 03:40:00,3,8,August,Tuesday,False,False
2020-08-18,BROOKLYN,11221.0,40.687626,-73.92365,,,75 RALPH AVENUE,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,4339590,Sedan,Bike,2020-08-18 12:27:00,12,8,August,Tuesday,False,False
2020-08-18,BROOKLYN,11212.0,40.67131,-73.91309,EAST NEW YORK AVENUE,BRISTOL STREET,,1,0,0,0,0,0,1,0,Headlights Defective,Unspecified,4339828,Sedan,Motorcycle,2020-08-18 23:16:00,23,8,August,Tuesday,False,False
2020-08-18,BROOKLYN,11218.0,40.642796,-73.97945,CHURCH AVENUE,MC DONALD AVENUE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,4340249,Van,Station Wagon/Sport Utility Vehicle,2020-08-18 15:10:00,15,8,August,Tuesday,False,False
2020-08-18,,,,,COHANCY STREET,,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,4339697,Sedan,Motorcycle,2020-08-18 16:45:00,16,8,August,Tuesday,False,False
2020-08-18,BROOKLYN,11213.0,40.674145,-73.93062,UTICA AVENUE,SAINT MARKS AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,4339408,Station Wagon/Sport Utility Vehicle,Sedan,2020-08-18 07:15:00,7,8,August,Tuesday,False,False
2020-08-18,,,40.55613,-74.203354,ARTHUR KILL ROAD,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,4340074,Station Wagon/Sport Utility Vehicle,Sedan,2020-08-18 19:45:00,19,8,August,Tuesday,False,False
2020-08-18,BRONX,10466.0,40.892025,-73.860725,,,636 EAST 230 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4339876,Sedan,,2020-08-18 21:25:00,21,8,August,Tuesday,False,False
2020-08-18,,,40.623714,-73.99314,62 STREET,,,0,0,0,0,0,0,0,0,Drugs (illegal),Unspecified,4340516,Sedan,Pick-up Truck,2020-08-18 01:35:00,1,8,August,Tuesday,False,False
2020-08-18,BRONX,10454.0,40.809776,-73.92241,EAST 139 STREET,WILLIS AVENUE,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,4339670,Taxi,Bike,2020-08-18 10:29:00,10,8,August,Tuesday,False,False
2020-08-18,BROOKLYN,11221.0,40.69009,-73.93648,GREENE AVENUE,LEWIS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4339879,Sedan,Sedan,2020-08-18 00:45:00,0,8,August,Tuesday,False,False
2020-08-18,MANHATTAN,10032.0,40.83473,-73.940674,WEST 160 STREET,AMSTERDAM AVENUE,,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,4339380,Taxi,,2020-08-18 02:20:00,2,8,August,Tuesday,False,False
